+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                 ;
+-------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[8].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[7].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[6].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[5].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[4].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[3].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[2].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[1].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i|sum_loop[0].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[6].add_i                 ; 33    ; 9              ; 0            ; 9              ; 17     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[15].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[14].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[13].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[12].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[11].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[10].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[9].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[8].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[7].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[6].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[5].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[4].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[3].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[2].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[1].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i|sum_loop[0].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[5].add_i                 ; 33    ; 9              ; 0            ; 9              ; 17     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[15].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[14].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[13].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[12].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[11].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[10].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[9].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[8].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[7].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[6].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[5].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[4].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[3].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[2].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[1].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i|sum_loop[0].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[4].add_i                 ; 33    ; 9              ; 0            ; 9              ; 17     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[15].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[14].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[13].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[12].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[11].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[10].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[9].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[8].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[7].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[6].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[5].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[4].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[3].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[2].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[1].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i|sum_loop[0].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[3].add_i                 ; 33    ; 9              ; 0            ; 9              ; 17     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[15].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[14].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[13].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[12].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[11].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[10].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[9].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[8].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[7].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[6].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[5].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[4].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[3].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[2].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[1].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i|sum_loop[0].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[2].add_i                 ; 33    ; 9              ; 0            ; 9              ; 17     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[15].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[14].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[13].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[12].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[11].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[10].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[9].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[8].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[7].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[6].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[5].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[4].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[3].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[2].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[1].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i|sum_loop[0].fa  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[1].add_i                 ; 33    ; 9              ; 0            ; 9              ; 17     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[0].add_i|sum_loop[15].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[0].add_i|sum_loop[14].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[0].add_i|sum_loop[13].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[0].add_i|sum_loop[12].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[0].add_i|sum_loop[11].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_harness|u_alu|u_mul|gen_pp[0].add_i|sum_loop[10].fa ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
